dteday,hr,mnth,cnt,temp,hum,windspeed,weathersit
2012-02-22,13,2,190,0.42,0.54,0.2985,1
2012-02-22,14,2,177,0.44,0.54,0.3284,1
2012-02-22,15,2,195,0.5,0.31,0.4179,1
2012-02-22,16,2,298,0.52,0.29,0.4627,1
2012-02-22,17,2,529,0.52,0.32,0.3881,1
2012-02-22,18,2,525,0.48,0.41,0.3284,2
2012-02-22,19,2,327,0.46,0.44,0.2836,2
2012-02-22,20,2,274,0.44,0.47,0.194,2
2012-02-22,21,2,239,0.48,0.33,0.2836,2
2012-02-22,22,2,147,0.44,0.47,0.2537,2
2012-02-22,23,2,62,0.46,0.41,0.2836,2
2012-02-23,0,2,42,0.44,0.47,0.2537,2
2012-02-23,1,2,15,0.44,0.58,0.2836,2
2012-02-23,2,2,9,0.44,0.62,0.2239,2
2012-02-23,3,2,6,0.44,0.67,0.194,3
2012-02-23,4,2,1,0.4,0.76,0.2239,1
2012-02-23,5,2,32,0.4,0.76,0.2239,1
2012-02-23,6,2,91,0.36,0.87,0.194,1
2012-02-23,7,2,326,0.36,0.81,0.2239,1
2012-02-23,8,2,560,0.34,0.87,0.194,1
2012-02-23,9,2,242,0.36,0.81,0.2537,1
2012-02-23,10,2,148,0.42,0.67,0.194,1
2012-02-23,11,2,182,0.48,0.48,0.2836,1
2012-02-23,12,2,224,0.5,0.42,0.2537,1
2012-02-23,13,2,218,0.52,0.39,0.194,1
2012-02-23,14,2,192,0.54,0.37,0.2537,1
2012-02-23,15,2,217,0.54,0.33,0.1343,1
2012-02-23,16,2,343,0.56,0.32,0.0,1
2012-02-23,17,2,610,0.54,0.32,0.1642,1
2012-02-23,18,2,522,0.54,0.37,0.1343,1
2012-02-23,19,2,369,0.5,0.39,0.0896,1
2012-02-23,20,2,269,0.46,0.44,0.1343,1
2012-02-23,21,2,222,0.44,0.51,0.2239,1
2012-02-23,22,2,137,0.44,0.54,0.2537,1
2012-02-23,23,2,85,0.44,0.54,0.0,1
2012-02-24,0,2,46,0.44,0.58,0.0896,2
2012-02-24,1,2,18,0.44,0.62,0.194,1
2012-02-24,2,2,5,0.42,0.77,0.2836,3
2012-02-24,3,2,5,0.42,0.82,0.1343,1
2012-02-24,4,2,2,0.4,0.87,0.1343,1
2012-02-24,5,2,26,0.4,0.87,0.194,2
2012-02-24,6,2,82,0.4,0.87,0.1642,2
2012-02-24,7,2,272,0.4,0.76,0.2239,2
2012-02-24,8,2,469,0.38,0.76,0.3284,2
2012-02-24,9,2,244,0.36,0.81,0.2537,3
2012-02-24,10,2,141,0.36,0.81,0.1642,3
2012-02-24,11,2,163,0.36,0.81,0.1045,2
2012-02-24,12,2,228,0.4,0.76,0.1343,2
2012-02-24,13,2,183,0.42,0.71,0.1045,2
2012-02-24,14,2,31,0.46,0.67,0.1045,2
2012-02-24,15,2,94,0.4,0.87,0.194,3
2012-02-24,16,2,178,0.4,0.87,0.194,3
2012-02-24,17,2,256,0.42,0.94,0.1045,3
2012-02-24,18,2,300,0.42,0.94,0.0,2
2012-02-24,19,2,233,0.44,0.88,0.1045,2
2012-02-24,20,2,167,0.44,0.62,0.4179,1
2012-02-24,21,2,152,0.42,0.35,0.806,1
2012-02-24,22,2,106,0.4,0.37,0.5821,1
2012-02-24,23,2,86,0.38,0.37,0.6866,1
2012-02-25,0,2,61,0.36,0.43,0.3881,1
2012-02-25,1,2,46,0.34,0.42,0.3582,1
2012-02-25,2,2,38,0.32,0.45,0.2537,1
2012-02-25,3,2,7,0.3,0.45,0.2985,1
2012-02-25,4,2,2,0.3,0.42,0.3284,1
2012-02-25,5,2,3,0.3,0.42,0.2985,2
2012-02-25,6,2,13,0.3,0.42,0.2985,2
2012-02-25,7,2,23,0.28,0.45,0.4478,1
2012-02-25,8,2,93,0.26,0.48,0.2985,1
2012-02-25,9,2,122,0.22,0.75,0.3284,3
2012-02-25,10,2,183,0.26,0.6,0.3582,1
2012-02-25,11,2,210,0.3,0.39,0.6119,1
2012-02-25,12,2,258,0.32,0.29,0.6567,1
2012-02-25,13,2,226,0.32,0.31,0.4925,1
2012-02-25,14,2,216,0.32,0.29,0.5522,1
2012-02-25,15,2,232,0.32,0.29,0.4179,1
2012-02-25,16,2,195,0.32,0.26,0.5821,1
2012-02-25,17,2,159,0.3,0.33,0.3582,1
2012-02-25,18,2,133,0.3,0.28,0.5821,1
2012-02-25,19,2,149,0.26,0.33,0.4478,1
2012-02-25,20,2,105,0.26,0.3,0.5522,1
2012-02-25,21,2,85,0.24,0.35,0.3284,1
2012-02-25,22,2,82,0.24,0.38,0.4627,1
2012-02-25,23,2,91,0.24,0.41,0.4179,1
2012-02-26,0,2,70,0.24,0.41,0.3582,1
2012-02-26,1,2,55,0.24,0.44,0.3284,1
2012-02-26,2,2,42,0.24,0.44,0.3284,1
2012-02-26,3,2,21,0.24,0.41,0.194,1
2012-02-26,4,2,6,0.24,0.41,0.194,1
2012-02-26,5,2,5,0.22,0.44,0.2239,1
2012-02-26,6,2,2,0.22,0.44,0.3284,1
2012-02-26,7,2,22,0.2,0.51,0.2985,1
2012-02-26,8,2,59,0.2,0.51,0.2537,1
2012-02-26,9,2,87,0.22,0.47,0.2239,1
2012-02-26,10,2,188,0.26,0.41,0.1642,1
2012-02-26,11,2,227,0.28,0.41,0.2836,1
2012-02-26,12,2,305,0.3,0.39,0.1343,1
2012-02-26,13,2,325,0.32,0.36,0.0,1
2012-02-26,14,2,331,0.34,0.31,0.0,1
2012-02-26,15,2,353,0.36,0.29,0.0,1
2012-02-26,16,2,339,0.36,0.32,0.2537,1
2012-02-26,17,2,287,0.36,0.32,0.2239,1
2012-02-26,18,2,216,0.34,0.36,0.2836,1
2012-02-26,19,2,143,0.34,0.34,0.1642,1
2012-02-26,20,2,88,0.32,0.42,0.1642,1
2012-02-26,21,2,83,0.3,0.45,0.1343,1
2012-02-26,22,2,71,0.3,0.42,0.2239,1
2012-02-26,23,2,64,0.26,0.56,0.1642,1
2012-02-27,0,2,29,0.26,0.6,0.2537,1
2012-02-27,1,2,6,0.26,0.65,0.2239,1
2012-02-27,2,2,4,0.26,0.7,0.2985,1
2012-02-27,3,2,2,0.24,0.75,0.1642,1
2012-02-27,4,2,1,0.22,0.8,0.1343,1
2012-02-27,5,2,16,0.22,0.8,0.1343,1
2012-02-27,6,2,90,0.24,0.7,0.2537,1
2012-02-27,7,2,280,0.24,0.6,0.2239,1
2012-02-27,8,2,528,0.24,0.6,0.0,1
2012-02-27,9,2,230,0.26,0.6,0.194,1
2012-02-27,10,2,104,0.32,0.45,0.2537,1
2012-02-27,11,2,103,0.36,0.43,0.2537,1
2012-02-27,12,2,177,0.4,0.37,0.2985,1
2012-02-27,13,2,182,0.4,0.43,0.2836,1
2012-02-27,14,2,158,0.46,0.36,0.2836,1
2012-02-27,15,2,174,0.52,0.25,0.4179,1
2012-02-27,16,2,286,0.54,0.26,0.4478,1
2012-02-27,17,2,529,0.54,0.24,0.4478,1
2012-02-27,18,2,527,0.52,0.27,0.4179,1
2012-02-27,19,2,334,0.5,0.29,0.3881,1
2012-02-27,20,2,219,0.48,0.33,0.3582,1
2012-02-27,21,2,195,0.46,0.36,0.2836,1
2012-02-27,22,2,92,0.44,0.44,0.2537,1
2012-02-27,23,2,56,0.42,0.5,0.1642,1
2012-02-28,0,2,10,0.42,0.54,0.1343,1
2012-02-28,1,2,6,0.38,0.62,0.1642,1
2012-02-28,2,2,3,0.4,0.54,0.1045,1
2012-02-28,3,2,6,0.4,0.32,0.3582,1
2012-02-28,4,2,2,0.32,0.42,0.3582,1
2012-02-28,5,2,21,0.32,0.42,0.3582,1
2012-02-28,6,2,101,0.3,0.45,0.3284,1
2012-02-28,7,2,325,0.28,0.45,0.2985,1
2012-02-28,8,2,559,0.26,0.48,0.2836,1
2012-02-28,9,2,232,0.28,0.45,0.3582,1
2012-02-28,10,2,132,0.3,0.42,0.2985,1
2012-02-28,11,2,163,0.34,0.36,0.2537,1
2012-02-28,12,2,183,0.36,0.34,0.1343,1
2012-02-28,13,2,190,0.36,0.32,0.1045,1
2012-02-28,14,2,134,0.4,0.28,0.1045,1
2012-02-28,15,2,166,0.42,0.26,0.0896,1
2012-02-28,16,2,287,0.42,0.28,0.0896,1
2012-02-28,17,2,530,0.42,0.26,0.0896,1
2012-02-28,18,2,449,0.42,0.28,0.1642,1
2012-02-28,19,2,306,0.42,0.26,0.0,1
2012-02-28,20,2,204,0.4,0.3,0.1343,1
2012-02-28,21,2,188,0.34,0.46,0.1045,1
2012-02-28,22,2,101,0.34,0.46,0.1045,1
2012-02-28,23,2,65,0.32,0.53,0.2239,1
2012-02-29,0,2,32,0.32,0.53,0.1045,1
2012-02-29,1,2,6,0.32,0.49,0.1045,1
2012-02-29,2,2,4,0.3,0.56,0.2239,1
2012-02-29,3,2,2,0.28,0.7,0.0896,1
2012-02-29,5,2,29,0.26,0.75,0.0896,1
2012-02-29,6,2,104,0.28,0.75,0.0896,2
2012-02-29,7,2,253,0.26,0.81,0.1343,2
2012-02-29,8,2,116,0.28,0.75,0.1045,2
2012-02-29,9,2,38,0.3,0.81,0.1642,3
2012-02-29,10,2,10,0.3,0.81,0.1642,3
2012-02-29,11,2,10,0.3,0.87,0.194,3
2012-02-29,12,2,70,0.32,0.93,0.3284,3
2012-02-29,13,2,76,0.36,0.93,0.3582,2
2012-02-29,14,2,56,0.36,0.93,0.3582,2
2012-02-29,15,2,90,0.4,0.82,0.2836,2
2012-02-29,16,2,167,0.4,0.82,0.2239,3
2012-02-29,17,2,253,0.4,0.87,0.1642,2
2012-02-29,18,2,192,0.4,0.87,0.0,3
2012-02-29,19,2,102,0.4,0.87,0.1045,2
2012-02-29,20,2,97,0.42,0.88,0.1642,3
2012-02-29,21,2,39,0.42,0.88,0.1642,3
2012-02-29,22,2,55,0.42,0.94,0.2537,3
2012-02-29,23,2,33,0.42,0.94,0.2537,3
2012-03-01,0,3,11,0.42,0.94,0.0,2
2012-03-01,1,3,12,0.46,0.94,0.1045,3
2012-03-01,2,3,6,0.46,0.94,0.2836,2
2012-03-01,3,3,3,0.46,0.94,0.2239,1
2012-03-01,4,3,5,0.48,0.88,0.194,1
2012-03-01,5,3,18,0.48,0.88,0.1642,1
2012-03-01,6,3,109,0.42,0.94,0.0,2
2012-03-01,7,3,304,0.44,0.94,0.1343,2
2012-03-01,8,3,594,0.42,0.94,0.1343,1
2012-03-01,9,3,286,0.46,0.77,0.2537,1
2012-03-01,10,3,133,0.52,0.55,0.1642,1
2012-03-01,11,3,168,0.56,0.43,0.194,1
2012-03-01,12,3,220,0.56,0.37,0.2239,1
2012-03-01,13,3,211,0.58,0.32,0.2537,1
2012-03-01,14,3,211,0.58,0.35,0.2239,1
2012-03-01,15,3,223,0.6,0.31,0.2537,1
2012-03-01,16,3,361,0.58,0.32,0.2985,1
2012-03-01,17,3,600,0.56,0.35,0.2985,1
2012-03-01,18,3,525,0.54,0.34,0.3582,1
2012-03-01,19,3,328,0.48,0.41,0.3284,1
2012-03-01,20,3,254,0.44,0.44,0.4179,1
2012-03-01,21,3,197,0.42,0.47,0.4627,1
2012-03-01,22,3,126,0.38,0.5,0.2537,1
2012-03-01,23,3,85,0.36,0.5,0.2239,1
2012-03-02,0,3,46,0.34,0.53,0.1642,1
2012-03-02,1,3,20,0.34,0.49,0.2239,1
2012-03-02,2,3,6,0.34,0.53,0.2836,1
2012-03-02,3,3,3,0.32,0.57,0.194,1
2012-03-02,4,3,2,0.32,0.61,0.0,1
2012-03-02,5,3,24,0.3,0.7,0.0,1
2012-03-02,6,3,92,0.3,0.7,0.0,1
2012-03-02,7,3,262,0.3,0.7,0.0,1
2012-03-02,8,3,549,0.28,0.75,0.0896,1
2012-03-02,9,3,314,0.3,0.81,0.0,1
2012-03-02,10,3,132,0.36,0.5,0.1642,1
2012-03-02,11,3,194,0.38,0.46,0.194,1
2012-03-02,12,3,234,0.4,0.43,0.1642,1
2012-03-02,13,3,222,0.42,0.44,0.2239,1
2012-03-02,14,3,205,0.44,0.44,0.2836,2
2012-03-02,15,3,78,0.42,0.5,0.2985,2
2012-03-02,16,3,50,0.4,0.58,0.2985,3
2012-03-02,17,3,128,0.36,0.81,0.2239,3
2012-03-02,18,3,160,0.36,0.87,0.194,3
2012-03-02,19,3,174,0.36,0.87,0.194,3
2012-03-02,20,3,100,0.36,0.87,0.194,2
2012-03-02,21,3,101,0.36,0.87,0.0896,3
2012-03-02,22,3,75,0.36,0.87,0.0,2
2012-03-02,23,3,23,0.36,0.87,0.0,2
2012-03-03,0,3,22,0.36,0.93,0.0896,3
2012-03-03,1,3,44,0.36,0.93,0.0,3
2012-03-03,2,3,38,0.36,0.93,0.0896,3
2012-03-03,3,3,21,0.36,0.93,0.1642,2
2012-03-03,4,3,2,0.36,0.93,0.194,2
2012-03-03,5,3,2,0.36,0.93,0.0896,2
2012-03-03,6,3,7,0.36,0.93,0.0896,2
2012-03-03,7,3,16,0.36,0.93,0.1343,2
2012-03-03,8,3,48,0.36,0.93,0.0,3
2012-03-03,9,3,94,0.38,0.87,0.0896,3
2012-03-03,10,3,168,0.4,0.87,0.0,2
2012-03-03,11,3,214,0.4,0.87,0.0896,2
2012-03-03,12,3,299,0.42,0.67,0.2537,2
2012-03-03,13,3,339,0.44,0.51,0.2836,1
2012-03-03,14,3,430,0.46,0.44,0.3582,2
2012-03-03,15,3,399,0.48,0.29,0.2985,1
2012-03-03,16,3,467,0.5,0.27,0.2985,1
2012-03-03,17,3,385,0.5,0.23,0.3284,1
2012-03-03,18,3,303,0.5,0.25,0.2537,1
2012-03-03,19,3,225,0.46,0.33,0.1642,1
2012-03-03,20,3,149,0.44,0.3,0.1343,1
2012-03-03,21,3,154,0.46,0.19,0.3284,1
2012-03-03,22,3,134,0.44,0.21,0.1343,1
2012-03-03,23,3,106,0.42,0.24,0.0,1
2012-03-04,0,3,72,0.4,0.3,0.3582,2
2012-03-04,1,3,76,0.38,0.34,0.194,2
2012-03-04,2,3,80,0.36,0.4,0.1642,2
2012-03-04,3,3,26,0.36,0.43,0.1343,2
2012-03-04,4,3,14,0.34,0.46,0.194,2
2012-03-04,5,3,5,0.34,0.46,0.2239,2
2012-03-04,6,3,5,0.3,0.52,0.2985,2
2012-03-04,7,3,23,0.3,0.52,0.2985,2
2012-03-04,8,3,66,0.3,0.52,0.3284,1
2012-03-04,9,3,118,0.3,0.49,0.4478,1
2012-03-04,10,3,192,0.3,0.49,0.3284,1
2012-03-04,11,3,256,0.32,0.45,0.3881,1
2012-03-04,12,3,327,0.34,0.42,0.3582,1
2012-03-04,13,3,364,0.36,0.37,0.3582,1
2012-03-04,14,3,332,0.36,0.34,0.3582,1
2012-03-04,15,3,334,0.36,0.32,0.5224,1
2012-03-04,16,3,299,0.36,0.29,0.4925,1
2012-03-04,17,3,263,0.34,0.31,0.5522,1
2012-03-04,18,3,184,0.32,0.33,0.6119,1
2012-03-04,19,3,132,0.3,0.36,0.4925,1
2012-03-04,20,3,88,0.28,0.38,0.2537,1
2012-03-04,21,3,79,0.28,0.36,0.2239,1
2012-03-04,22,3,62,0.26,0.41,0.2537,1
2012-03-04,23,3,26,0.26,0.41,0.194,1
2012-03-05,0,3,17,0.24,0.44,0.194,1
2012-03-05,1,3,6,0.24,0.48,0.1343,1
2012-03-05,2,3,4,0.24,0.48,0.1343,1
2012-03-05,3,3,1,0.22,0.51,0.1642,1
2012-03-05,4,3,1,0.2,0.55,0.0896,1
2012-03-05,5,3,18,0.2,0.55,0.0896,1
2012-03-05,6,3,91,0.18,0.59,0.1343,1
2012-03-05,7,3,260,0.18,0.59,0.1343,1
2012-03-05,8,3,428,0.2,0.59,0.1045,1
2012-03-05,9,3,197,0.22,0.6,0.0896,2
2012-03-05,10,3,86,0.24,0.6,0.0,2
2012-03-05,11,3,103,0.26,0.56,0.1343,2
2012-03-05,12,3,137,0.26,0.52,0.0,2
2012-03-05,13,3,120,0.26,0.55,0.2985,2
2012-03-05,14,3,128,0.28,0.57,0.3582,2
2012-03-05,15,3,130,0.3,0.53,0.194,2
2012-03-05,16,3,210,0.3,0.45,0.2985,1
2012-03-05,17,3,387,0.3,0.45,0.2985,3
2012-03-05,18,3,375,0.28,0.55,0.6567,3
2012-03-05,19,3,226,0.26,0.53,0.2239,1
2012-03-05,20,3,179,0.26,0.37,0.4627,1
2012-03-05,21,3,120,0.26,0.37,0.3881,1
2012-03-05,22,3,78,0.24,0.35,0.3284,1
2012-03-05,23,3,31,0.22,0.37,0.5821,1
2012-03-06,0,3,8,0.22,0.37,0.2985,1
2012-03-06,1,3,6,0.2,0.44,0.2537,1
2012-03-06,2,3,4,0.2,0.44,0.2239,1
2012-03-06,3,3,1,0.18,0.51,0.2836,1
2012-03-06,4,3,3,0.18,0.51,0.2985,1
2012-03-06,5,3,25,0.18,0.51,0.2239,1
2012-03-06,6,3,102,0.18,0.51,0.1045,1
2012-03-06,7,3,275,0.16,0.55,0.1343,1
2012-03-06,8,3,501,0.16,0.59,0.1045,1
2012-03-06,9,3,233,0.22,0.47,0.0,1
2012-03-06,10,3,129,0.24,0.44,0.0,1
2012-03-06,11,3,130,0.26,0.41,0.1642,1
2012-03-06,12,3,138,0.26,0.41,0.1045,1
2012-03-06,13,3,164,0.3,0.39,0.1343,1
2012-03-06,14,3,136,0.32,0.36,0.2239,1
2012-03-06,15,3,166,0.34,0.36,0.2985,1
2012-03-06,16,3,250,0.36,0.32,0.2836,1
2012-03-06,17,3,446,0.36,0.34,0.2836,1
2012-03-06,18,3,457,0.34,0.42,0.3284,1
2012-03-06,19,3,287,0.34,0.46,0.2985,1
2012-03-06,20,3,187,0.32,0.49,0.194,1
2012-03-06,21,3,148,0.32,0.49,0.194,1
2012-03-06,22,3,106,0.28,0.56,0.1642,1
2012-03-06,23,3,54,0.28,0.61,0.2239,1
2012-03-07,0,3,15,0.28,0.65,0.2836,1
2012-03-07,1,3,5,0.3,0.61,0.2985,1
2012-03-07,2,3,4,0.3,0.56,0.2836,1
2012-03-07,3,3,3,0.3,0.56,0.3582,1
2012-03-07,4,3,3,0.28,0.61,0.3284,1
2012-03-07,5,3,18,0.28,0.56,0.2985,1
2012-03-07,6,3,108,0.28,0.61,0.3881,1
2012-03-07,7,3,344,0.26,0.65,0.3881,1
2012-03-07,8,3,566,0.28,0.61,0.2985,1
2012-03-07,9,3,264,0.3,0.61,0.3284,1
2012-03-07,10,3,147,0.36,0.5,0.2985,1
2012-03-07,11,3,161,0.42,0.38,0.2985,1
2012-03-07,12,3,215,0.44,0.38,0.3881,1
2012-03-07,13,3,205,0.5,0.34,0.4179,1
2012-03-07,14,3,175,0.52,0.36,0.3284,1
2012-03-07,15,3,209,0.54,0.37,0.4478,1
2012-03-07,16,3,288,0.56,0.37,0.4179,1
2012-03-07,17,3,612,0.56,0.43,0.4925,1
2012-03-07,18,3,544,0.56,0.4,0.4627,1
2012-03-07,19,3,361,0.54,0.42,0.3582,1
2012-03-07,20,3,260,0.5,0.51,0.2537,1
2012-03-07,21,3,188,0.44,0.62,0.2537,1
2012-03-07,22,3,159,0.46,0.59,0.2985,1
2012-03-07,23,3,62,0.44,0.62,0.3284,1
2012-03-08,0,3,46,0.44,0.62,0.3284,1
2012-03-08,1,3,21,0.46,0.63,0.3284,1
2012-03-08,2,3,11,0.46,0.63,0.3881,1
2012-03-08,3,3,3,0.46,0.63,0.3881,1
2012-03-08,4,3,2,0.44,0.72,0.2836,1
2012-03-08,5,3,29,0.42,0.77,0.2239,1
2012-03-08,6,3,109,0.42,0.77,0.2537,1
2012-03-08,7,3,334,0.42,0.77,0.3582,1
2012-03-08,8,3,585,0.44,0.77,0.3881,1
2012-03-08,9,3,301,0.46,0.72,0.4627,1
2012-03-08,10,3,138,0.5,0.68,0.4627,1
2012-03-08,11,3,204,0.54,0.6,0.4627,2
2012-03-08,12,3,251,0.56,0.6,0.4478,2
2012-03-08,13,3,233,0.6,0.49,0.6418,2
2012-03-08,14,3,203,0.62,0.43,0.6418,2
2012-03-08,15,3,185,0.64,0.38,0.6866,1
2012-03-08,16,3,342,0.62,0.41,0.6418,2
2012-03-08,17,3,597,0.62,0.38,0.6567,1
2012-03-08,18,3,590,0.62,0.38,0.5522,2
2012-03-08,19,3,416,0.6,0.4,0.4478,2
2012-03-08,20,3,302,0.6,0.43,0.3881,2
2012-03-08,21,3,233,0.6,0.43,0.3881,1
2012-03-08,22,3,153,0.56,0.49,0.3284,1
2012-03-08,23,3,94,0.56,0.49,0.4478,2
2012-03-09,0,3,54,0.58,0.49,0.4627,2
2012-03-09,1,3,26,0.56,0.52,0.4925,3
2012-03-09,2,3,11,0.48,0.77,0.4179,3
2012-03-09,3,3,7,0.46,0.77,0.5224,1
2012-03-09,4,3,1,0.4,0.66,0.2836,3
2012-03-09,5,3,29,0.4,0.66,0.2836,3
2012-03-09,6,3,85,0.4,0.5,0.3582,2
2012-03-09,7,3,268,0.38,0.4,0.2985,2
2012-03-09,8,3,501,0.34,0.42,0.5224,2
2012-03-09,9,3,284,0.34,0.42,0.5224,2
2012-03-09,10,3,159,0.34,0.36,0.4925,2
2012-03-09,11,3,187,0.36,0.34,0.3582,2
2012-03-09,12,3,201,0.36,0.34,0.4179,1
2012-03-09,13,3,224,0.38,0.29,0.3881,2
2012-03-09,14,3,178,0.42,0.28,0.4627,1
2012-03-09,15,3,238,0.46,0.24,0.2537,1
2012-03-09,16,3,343,0.48,0.23,0.4179,1
2012-03-09,17,3,566,0.46,0.24,0.3881,1
2012-03-09,18,3,470,0.44,0.26,0.5224,1
2012-03-09,19,3,244,0.42,0.28,0.6119,1
2012-03-09,20,3,159,0.38,0.32,0.3582,1
2012-03-09,21,3,141,0.36,0.34,0.3284,1
2012-03-09,22,3,107,0.34,0.31,0.4925,1
2012-03-09,23,3,86,0.32,0.33,0.2985,1
2012-03-10,0,3,77,0.3,0.36,0.3582,1
2012-03-10,1,3,51,0.3,0.36,0.2537,1
2012-03-10,2,3,42,0.26,0.41,0.2537,1
2012-03-10,3,3,16,0.26,0.41,0.2985,1
2012-03-10,4,3,4,0.24,0.41,0.3582,1
2012-03-10,5,3,10,0.22,0.42,0.2836,1
2012-03-10,6,3,12,0.22,0.44,0.2836,1
2012-03-10,7,3,40,0.22,0.44,0.2537,1
2012-03-10,8,3,111,0.22,0.44,0.2985,1
2012-03-10,9,3,148,0.24,0.41,0.3284,1
2012-03-10,10,3,223,0.26,0.35,0.4179,1
2012-03-10,11,3,274,0.3,0.33,0.3284,1
2012-03-10,12,3,329,0.3,0.33,0.3284,1
2012-03-10,13,3,357,0.32,0.29,0.2836,1
2012-03-10,14,3,379,0.34,0.27,0.2836,1
2012-03-10,15,3,406,0.34,0.25,0.0,1
2012-03-10,16,3,390,0.36,0.23,0.0,1
2012-03-10,17,3,354,0.36,0.23,0.0,1
2012-03-10,18,3,297,0.36,0.21,0.0896,1
2012-03-10,19,3,184,0.34,0.25,0.0,1
2012-03-10,20,3,121,0.32,0.33,0.1343,1
2012-03-10,21,3,110,0.3,0.39,0.2239,1
2012-03-10,22,3,100,0.26,0.44,0.1642,1
2012-03-10,23,3,83,0.26,0.41,0.194,1
2012-03-11,0,3,69,0.26,0.44,0.0896,1
2012-03-11,1,3,61,0.24,0.52,0.1642,1
2012-03-11,3,3,66,0.24,0.6,0.1343,1
2012-03-11,4,3,22,0.24,0.6,0.1343,1
2012-03-11,5,3,7,0.24,0.6,0.1642,1
2012-03-11,6,3,10,0.24,0.7,0.1642,1
2012-03-11,7,3,17,0.22,0.69,0.1343,1
2012-03-11,8,3,72,0.22,0.69,0.1343,1
2012-03-11,9,3,90,0.26,0.6,0.2239,1
2012-03-11,10,3,218,0.32,0.49,0.2836,1
2012-03-11,11,3,299,0.36,0.43,0.2836,1
2012-03-11,12,3,410,0.4,0.37,0.2985,1
2012-03-11,13,3,464,0.42,0.41,0.2985,1
2012-03-11,14,3,501,0.46,0.31,0.2836,1
2012-03-11,15,3,487,0.5,0.29,0.2985,1
2012-03-11,16,3,509,0.5,0.31,0.3582,1
2012-03-11,17,3,498,0.52,0.27,0.2985,1
2012-03-11,18,3,389,0.52,0.29,0.2836,1
2012-03-11,19,3,258,0.5,0.31,0.2836,1
2012-03-11,20,3,171,0.44,0.47,0.2239,1
2012-03-11,21,3,147,0.42,0.54,0.2239,1
2012-03-11,22,3,94,0.4,0.54,0.194,1
2012-03-11,23,3,52,0.4,0.5,0.1642,1
2012-03-12,0,3,24,0.38,0.54,0.194,1
2012-03-12,1,3,10,0.38,0.5,0.1343,1
2012-03-12,2,3,9,0.38,0.54,0.1045,1
2012-03-12,3,3,2,0.36,0.5,0.1343,1
2012-03-12,4,3,3,0.34,0.61,0.194,1
2012-03-12,5,3,16,0.34,0.61,0.194,1
2012-03-12,6,3,88,0.34,0.57,0.1045,1
2012-03-12,7,3,268,0.34,0.53,0.1045,1
2012-03-12,8,3,564,0.34,0.61,0.1343,1
2012-03-12,9,3,281,0.38,0.54,0.1642,1
2012-03-12,10,3,137,0.4,0.5,0.2239,1
2012-03-12,11,3,150,0.44,0.44,0.2239,1
2012-03-12,12,3,221,0.48,0.39,0.2239,1
2012-03-12,13,3,250,0.54,0.32,0.2537,2
2012-03-12,14,3,221,0.58,0.32,0.2836,2
2012-03-12,15,3,233,0.56,0.4,0.1343,1
2012-03-12,16,3,332,0.62,0.35,0.4478,1
2012-03-12,17,3,644,0.62,0.38,0.4179,2
2012-03-12,18,3,712,0.6,0.43,0.194,2
2012-03-12,19,3,446,0.56,0.49,0.2239,2
2012-03-12,20,3,286,0.56,0.49,0.2239,2
2012-03-12,21,3,205,0.54,0.56,0.2239,2
2012-03-12,22,3,133,0.56,0.56,0.2239,2
2012-03-12,23,3,63,0.56,0.56,0.2239,1
2012-03-13,0,3,26,0.56,0.52,0.194,2
2012-03-13,1,3,16,0.52,0.59,0.2239,2
2012-03-13,2,3,1,0.52,0.72,0.2985,3
2012-03-13,3,3,2,0.52,0.72,0.2985,3
2012-03-13,4,3,1,0.46,0.82,0.194,2
2012-03-13,5,3,24,0.46,0.82,0.194,2
2012-03-13,6,3,113,0.46,0.82,0.194,3
2012-03-13,7,3,308,0.46,0.82,0.2836,2
2012-03-13,8,3,593,0.46,0.82,0.2836,1
2012-03-13,9,3,342,0.48,0.82,0.2836,1
2012-03-13,10,3,143,0.52,0.77,0.2239,1
2012-03-13,11,3,219,0.54,0.73,0.2836,1
2012-03-13,12,3,244,0.6,0.6,0.2836,1
2012-03-13,13,3,233,0.6,0.6,0.3881,1
2012-03-13,14,3,212,0.64,0.53,0.3284,1
2012-03-13,15,3,264,0.7,0.39,0.2239,1
2012-03-13,16,3,365,0.72,0.34,0.3881,1
2012-03-13,17,3,676,0.7,0.37,0.1045,1
2012-03-13,18,3,734,0.7,0.34,0.2985,1
2012-03-13,19,3,479,0.64,0.47,0.2239,1
2012-03-13,20,3,351,0.6,0.49,0.1642,1
2012-03-13,21,3,244,0.58,0.56,0.1045,1
2012-03-13,22,3,170,0.56,0.6,0.0896,1
2012-03-13,23,3,87,0.56,0.56,0.1343,1
2012-03-14,0,3,39,0.54,0.6,0.1045,1
2012-03-14,1,3,27,0.52,0.63,0.0896,1
2012-03-14,2,3,2,0.5,0.68,0.194,1
2012-03-14,3,3,4,0.48,0.72,0.194,1
2012-03-14,4,3,5,0.48,0.67,0.0896,1
2012-03-14,5,3,27,0.44,0.82,0.1343,1
2012-03-14,6,3,121,0.44,0.82,0.0896,1
2012-03-14,7,3,368,0.44,0.82,0.1045,1
2012-03-14,8,3,662,0.44,0.82,0.0,1
2012-03-14,9,3,351,0.52,0.68,0.0,1
2012-03-14,10,3,188,0.56,0.56,0.1045,1
2012-03-14,11,3,220,0.62,0.41,0.1642,2
